,title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,country
453,Kalank (Title Track),Arijit Singh,desi pop,2019,31/12/1969,118,55,57,-8,9,44,311,52,4,68,India
454,KARMA,Nimo,german hip hop,2019,31/12/1969,160,64,69,-6,33,53,255,14,8,59,Germany
455,Kartonyono Medot Janji,Denny Caknan,NA,2019,31/12/1969,130,78,73,-6,21,75,262,31,3,71,Indonesia
456,KEIN SCHLAF,Nimo,german hip hop,2019,31/12/1969,174,70,61,-6,12,43,200,31,17,61,Germany
457,Keine Liebe,RIN,german cloud rap,2019,31/12/1969,104,80,80,-5,31,57,198,13,4,72,Germany
458,Kenangan Manis,Pamungkas,indonesian indie,2018,31/12/1969,140,68,60,-7,9,72,208,5,3,69,Indonesia
459,Kumau Dia,Andmesh,indonesian pop,2019,31/12/1969,158,51,47,-9,32,60,256,16,3,73,Indonesia
460,La Burrita,Los Corraleros De Majagual,cumbia,2012,31/12/1969,127,63,86,-5,8,95,157,46,10,51,Colombia
461,La Cama,Lunay,latin,2019,31/12/1969,174,90,70,-3,18,82,189,20,6,74,Chile
462,La Cama,Lunay,latin,2019,31/12/1969,174,90,70,-3,18,82,189,20,6,74,Spain
463,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,Argentina
464,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,Bolivia
465,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,Colombia
466,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,Chile
467,La Cola,Los Palmeras,argentine rock,2016,31/12/1969,93,79,78,-5,12,87,169,36,6,63,Argentina
468,La Difícil,Camilo,colombian pop,2019,31/12/1969,65,36,68,-7,16,55,159,67,11,71,Bolivia
469,La Noche,Joe Arroyo,cumbia,1999,31/12/1969,106,68,73,-5,6,83,264,25,4,55,Colombia
470,La Rubia - Remix 2,La Nueva Escuela,dembow,2019,31/12/1969,110,72,76,-4,38,75,211,32,13,77,Spain
471,La vie qu'on mène,Ninho,french hip hop,2019,31/12/1969,113,76,80,-4,11,46,193,69,4,76,France
473,Labantwana Ama Uber,Semi Tee,amapiano,2019,31/12/1969,112,62,87,-10,5,53,384,4,8,52,Africa
474,Lalala,Y2K,pop rap,2019,31/12/1969,130,39,84,-8,14,50,161,18,8,93,Israel
475,"Lamborghini (From ""Jai Mummy Di"")",Meet Bros.,desi pop,2019,31/12/1969,NA,NA,NA,NA,NA,NA,247,NA,NA,48,India
476,Las Caleñas,Pastor Lopez Y Su Combo,cumbia,2010,31/12/1969,204,74,55,-7,8,94,212,34,10,48,Colombia
477,Las Cuatro Fiestas,Diomedes Diaz,cumbia,2006,31/12/1969,131,92,51,-5,15,97,275,16,26,54,Colombia
478,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,World
479,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Africa
480,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Australia
481,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Belgium
482,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Bolivia
483,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Canada
484,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Germany
485,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Spain
486,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,United States
487,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,France
488,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Italy
489,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Japan
490,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,Malasya
491,Lebih Dari Egoku,Mawar De Jongh,indonesian pop,2019,31/12/1969,80,39,67,-8,10,33,249,74,3,77,Indonesia
492,Lençol Dobrado,João Gustavo e Murilo,funk carioca,2018,31/12/1969,125,66,71,-5,33,67,179,36,4,81,Brazil
493,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,World
494,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,Africa
495,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,Belgium
496,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,Canada
497,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,United States
498,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,France
499,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,World
500,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,Africa
501,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,Australia
502,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,Belgium
503,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,Canada
504,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,United States
505,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,Italy
506,Liberdade Provisória,Henrique & Juliano,sertanejo universitario,2019,31/12/1969,108,68,67,-6,92,70,188,63,5,84,Brazil
507,Like It's Christmas,Jonas Brothers,boy band,2019,31/12/1969,146,57,73,-6,5,61,201,2,10,87,Canada
508,Like It's Christmas,Jonas Brothers,boy band,2019,31/12/1969,146,57,73,-6,5,61,201,2,10,87,United States
509,Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,31/12/1969,131,55,60,-9,5,97,119,11,3,83,Australia
510,Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,31/12/1969,131,55,60,-9,5,97,119,11,3,83,United States
511,Location Unknown <U+25D0> - Brooklyn Session,HONNE,uk pop,2019,31/12/1969,92,29,51,-7,8,40,328,94,4,80,Indonesia
512,Loco,Beéle,NA,2019,31/12/1969,105,56,82,-6,5,77,204,16,17,82,Bolivia
513,Loco,Beéle,NA,2019,31/12/1969,105,56,82,-6,5,77,204,16,17,82,Colombia
514,Loin de moi,Naza,francoton,2019,31/12/1969,97,46,89,-8,6,50,144,64,24,77,France
515,Loquito por Ti,Armando Hernandez,chicha,2012,31/12/1969,107,76,79,-4,5,86,287,41,12,54,Colombia
516,Lorch,Kabza De Small,afro house,2019,31/12/1969,113,68,91,-10,7,41,375,17,6,50,Africa
517,Los sabanales,Calixto Ochoa,cumbia,1971,31/12/1969,124,70,80,-6,3,78,162,10,4,58,Colombia
518,Lose You To Love Me,Selena Gomez,dance pop,2019,31/12/1969,102,34,51,-9,21,9,206,58,4,97,Indonesia
519,Lose You To Love Me,Selena Gomez,dance pop,2019,31/12/1969,102,34,51,-9,21,9,206,58,4,97,Malasya
520,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",Mfr Souls,afro house,2019,31/12/1969,115,68,82,-8,6,68,353,5,5,37,Africa
521,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,pop,2019,31/12/1969,205,60,45,-7,9,42,221,43,6,88,Malasya
522,lowkey,NIKI,indie r&b,2019,31/12/1969,118,49,75,-8,9,23,171,43,6,78,Indonesia
523,Lucid Dreams,Juice WRLD,chicago rap,2018,31/12/1969,84,57,51,-7,34,22,240,35,20,94,Indonesia
524,Lucid Dreams,Juice WRLD,chicago rap,2018,31/12/1969,84,57,51,-7,34,22,240,35,20,94,Israel
525,Lucid Dreams,Juice WRLD,chicago rap,2018,31/12/1969,84,57,51,-7,34,22,240,35,20,94,Malasya
526,m12ano - feat. Mara Sattei,tha Supreme,trap italiana,2019,31/12/1969,65,51,58,-6,8,48,188,4,4,78,Italy
527,m8nstar,tha Supreme,trap italiana,2019,31/12/1969,165,76,58,-6,11,44,165,5,4,73,Italy
528,Ma belle,Moha La Squale,french hip hop,2019,31/12/1969,82,66,74,-6,9,47,158,76,6,76,France
529,Ma vie,Dadju,francoton,2019,31/12/1969,201,50,51,-8,16,32,209,12,8,68,France
530,Machigaisagashi,Masaki Suda,anime rock,2019,31/12/1969,156,64,53,-6,39,44,224,52,4,53,Japan
531,Makhna,Tanishk Bagchi,desi pop,2019,31/12/1969,125,70,70,-8,16,43,183,17,4,73,India
532,Maman ne le sait pas (feat. Niska),Ninho,french hip hop,2019,31/12/1969,145,88,76,-6,12,39,203,40,19,75,France
533,Mami,Paloma Mami,latin pop,2019,31/12/1969,95,72,80,-6,17,51,195,15,5,73,Chile
534,Marie,Koba LaD,french hip hop,2019,31/12/1969,132,75,78,-6,12,68,195,12,4,74,France
535,Mary's Boy Child / Oh My Lord,Boney M.,disco,2017,31/12/1969,113,72,78,-9,20,93,241,28,4,75,Australia
536,Mayday (feat. Ninho),SCH,french hip hop,2019,31/12/1969,152,60,61,-8,9,25,210,61,36,77,France
537,Me Vas a Extrañar - En Vivo,Damas Gratis,cumbia villera,2018,31/12/1969,88,81,42,-5,70,64,239,32,4,71,Argentina
538,Mean It,Lauv,pop,2019,31/12/1969,96,45,75,-9,17,34,233,4,9,89,Indonesia
539,Mean It,Lauv,pop,2019,31/12/1969,96,45,75,-9,17,34,233,4,9,89,Malasya
540,Méchant,Niska,french hip hop,2019,31/12/1969,98,80,53,-4,37,41,191,33,34,74,France
541,Mele Kalikimaka (Merry Christmas),Bing Crosby,adult standards,1945,31/12/1969,202,22,50,-12,28,62,175,65,9,82,United States
542,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,World
543,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,Africa
544,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,Australia
545,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,Belgium
546,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,France
547,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,India
548,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,Indonesia
549,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,Israel
550,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,Italy
551,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,Malasya
552,menina solta,Giulia Be,pop nacional,2019,31/12/1969,92,56,63,-7,16,67,150,33,8,82,Brazil
553,"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon,desi pop,2019,31/12/1969,136,64,38,-6,22,65,193,56,4,64,India
554,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,World
555,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,Africa
556,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,Australia
557,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,Belgium
558,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,Canada
559,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,Germany
560,Merry Xmas Everybody,Slade,album rock,1973,31/12/1969,130,80,41,-3,18,47,223,22,4,79,Germany
561,"Mil Anos - Recorded At Mosh Studios, São Paulo",Jorge & Mateus,sertanejo,2019,31/12/1969,135,70,62,-8,8,45,189,29,7,74,Brazil
562,Mimpi (feat. Alif),K-Clique,malaysian indie,2019,31/12/1969,150,73,83,-7,10,87,253,53,29,66,Malasya
563,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,World
564,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,Africa
565,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,Australia
566,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,Belgium
567,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,Canada
568,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,Germany
569,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,United States
570,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,Italy
571,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,Malasya
572,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,31/12/1969,110,10,61,-14,8,34,136,80,4,81,Canada
573,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,31/12/1969,110,10,61,-14,8,34,136,80,4,81,United States
574,Mit Dir,Loredana,kosovan pop,2019,31/12/1969,196,53,75,-6,6,64,158,16,34,75,Germany
575,Mortel,Koba LaD,french hip hop,2019,31/12/1969,154,69,58,-6,10,66,204,15,46,67,France
576,Moulaga,Heuss L'enfoiré,french hip hop,2019,31/12/1969,125,70,71,-5,10,48,180,33,10,79,France
577,"Mummy Nu Pasand (From ""Jai Mummy Di"")",Sunanda Sharma,desi pop,2019,31/12/1969,94,97,78,0,35,80,185,1,11,57,India
578,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,desi pop,2019,31/12/1969,120,91,80,-3,39,54,176,2,9,61,India
579,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,31/12/1969,105,49,72,-6,9,38,171,2,3,91,India
580,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,31/12/1969,105,49,72,-6,9,38,171,2,3,91,Israel
581,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,31/12/1969,105,49,72,-6,9,38,171,2,3,91,Malasya
582,My Only Wish (This Year),Britney Spears,dance pop,2019,31/12/1969,147,73,67,-7,20,68,255,23,3,84,World
583,My Only Wish (This Year),Britney Spears,dance pop,2019,31/12/1969,147,73,67,-7,20,68,255,23,3,84,Belgium
584,My Only Wish (This Year),Britney Spears,dance pop,2019,31/12/1969,147,73,67,-7,20,68,255,23,3,84,Germany
585,"Naah Goriye (From ""Bala"")",B Praak,desi pop,2019,31/12/1969,100,77,82,-2,6,72,185,46,6,67,India
586,Nana Thula,Kabza De Small,afro house,2019,31/12/1969,114,52,77,-14,4,59,439,0,5,52,Africa
587,"Navidad, Navidad",Luis Miguel,bolero,2006,31/12/1969,173,84,52,-4,16,75,155,36,15,69,Chile
588,Ne reviens pas,Gradur,french hip hop,2019,31/12/1969,125,78,93,-3,17,93,189,21,6,78,Belgium
589,Ne reviens pas,Gradur,french hip hop,2019,31/12/1969,125,78,93,-3,17,93,189,21,6,78,France
590,Never Go Back,Dennis Lloyd,israeli pop,2019,31/12/1969,79,65,42,-5,11,73,175,1,40,76,Israel
591,Never Seen The Rain,Tones and I,australian pop,2019,31/12/1969,92,46,67,-6,28,27,201,43,4,81,Australia
592,Nevermind,Dennis Lloyd,israeli pop,2017,31/12/1969,100,69,60,-8,41,8,157,16,20,81,Israel
593,No Dijeron Nada,Oscu,trap argentino,2019,31/12/1969,115,71,70,-5,51,91,187,8,5,68,Argentina
594,No Idea,Don Toliver,rap,2019,31/12/1969,128,61,66,-5,22,35,154,56,10,90,Malasya
595,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,Argentina
596,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,Bolivia
597,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,Colombia
598,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,Chile
599,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,Spain
600,No Te Creas Tan Importante - En Vivo,Damas Gratis,cumbia villera,2018,31/12/1969,175,76,30,-5,88,67,240,20,4,70,Argentina
601,No Te Debí Besar,C. Tangana,trap espanol,2019,31/12/1969,75,68,67,-6,18,62,183,13,32,82,Chile
602,Non Avere Paura,Tommaso Paradiso,italian arena pop,2019,31/12/1969,105,68,57,-6,11,24,247,43,4,77,Italy
603,Nunca Es Suficiente,Los Angeles Azules,grupera,2018,31/12/1969,94,50,80,-6,9,80,266,39,4,78,Bolivia
604,Nur zur Info,Ufo361,german cloud rap,2019,31/12/1969,89,37,73,-12,11,23,142,17,44,75,Germany
605,Nyaman,Andmesh,indonesian pop,2019,31/12/1969,83,31,54,-11,15,46,227,82,3,65,Indonesia
606,"O Saki Saki (From ""Batla House"")",Neha Kakkar,desi pop,2019,31/12/1969,108,96,74,0,36,57,191,16,7,60,India
607,O Tannenbaum,Vince Guaraldi Trio,adult standards,1965,31/12/1969,123,19,58,-16,13,34,309,91,4,79,United States
608,occh1 purpl3 - feat. Marracash,tha Supreme,trap italiana,2019,31/12/1969,134,81,66,-5,16,55,188,9,16,77,Italy
609,Ocho Cuarenta,Rodrigo,argentine rock,1998,31/12/1969,148,70,61,-10,30,85,355,8,3,64,Argentina
610,Ojitos Hechiceros,Rodolfo Aicardi,classic colombian pop,2012,31/12/1969,107,69,79,-7,14,62,220,11,4,52,Colombia
611,Olvídala,Los Palmeras,argentine rock,2004,31/12/1969,132,69,77,-5,27,52,290,31,5,65,Argentina
612,On My Way,Alan Walker,electro house,2019,31/12/1969,170,69,51,-5,30,30,194,2,10,84,India
613,On My Way,Alan Walker,electro house,2019,31/12/1969,170,69,51,-5,30,30,194,2,10,84,Indonesia
614,One Only,Pamungkas,indonesian indie,2018,31/12/1969,145,52,25,-6,9,11,255,22,3,74,Indonesia
615,Otro Trago,Sech,panamanian pop,2019,31/12/1969,176,70,75,-5,11,62,226,14,34,86,Bolivia
616,Otro Trago - Remix,Sech,panamanian pop,2019,31/12/1969,176,79,73,-2,6,76,288,7,20,88,Argentina
617,Otro Trago - Remix,Sech,panamanian pop,2019,31/12/1969,176,79,73,-2,6,76,288,7,20,88,Bolivia
618,Otro Trago - Remix,Sech,panamanian pop,2019,31/12/1969,176,79,73,-2,6,76,288,7,20,88,Chile
619,Otro Trago - Remix,Sech,panamanian pop,2019,31/12/1969,176,79,73,-2,6,76,288,7,20,88,Spain
620,Oui ou non,Angèle,belgian pop,2019,31/12/1969,200,57,65,-8,16,36,197,64,14,79,France
621,Oye,TINI,latin pop,2019,31/12/1969,95,51,68,-8,18,26,173,45,6,83,Argentina
622,Pa Mí - Remix,Dalex,latin,2019,31/12/1969,170,62,69,-8,16,73,361,75,22,86,Bolivia
623,Pa' Olvidarme De Ella,Piso 21,colombian pop,2019,31/12/1969,90,54,73,-5,14,64,227,26,5,87,Bolivia
624,Pa' Olvidarme De Ella,Piso 21,colombian pop,2019,31/12/1969,90,54,73,-5,14,64,227,26,5,87,Colombia
625,"Pachtaoge (From ""Jaani Ve"")",Arijit Singh,desi pop,2019,31/12/1969,170,69,52,-4,12,48,227,62,3,71,India
626,Pal Pal Dil Ke Paas- Title Track,Arijit Singh,desi pop,2019,31/12/1969,124,51,56,-7,6,39,255,59,3,69,India
627,Paprika,Foorin,kodomo no ongaku,2018,31/12/1969,101,77,75,-5,77,73,208,14,4,46,Japan
628,"Para, Pensa e Volta - Ao Vivo",Yasmin Santos,sertanejo pop,2019,31/12/1969,112,79,61,-3,24,57,174,25,4,80,Brazil
629,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",Fiersa Besari,indonesian indie,2019,31/12/1969,125,83,53,-5,20,25,250,13,4,72,Indonesia
630,Percaya Aku,Chintya Gabriella,NA,2019,31/12/1969,140,49,54,-8,20,30,232,74,3,71,Indonesia
631,Perreo en La Luna,Rich Music LTD,reggaeton,2019,31/12/1969,174,76,71,-4,37,72,219,27,29,83,Argentina
632,Perreo en La Luna,Rich Music LTD,reggaeton,2019,31/12/1969,174,76,71,-4,37,72,219,27,29,83,Chile
633,Perreo en La Luna,Rich Music LTD,reggaeton,2019,31/12/1969,174,76,71,-4,37,72,219,27,29,83,Spain
634,Petit Papa Noël,Tino Rossi,chanson,1998,31/12/1969,105,31,33,-9,6,42,196,99,3,61,France
635,Piensan,Myke Towers,latin,2019,31/12/1969,172,72,68,-4,11,79,173,54,6,82,Chile
636,Pilu Membiru,Kunto Aji,indonesian indie,2018,31/12/1969,82,27,36,-11,12,5,252,89,3,75,Indonesia
637,Piropo,Noriel,latin,2019,31/12/1969,94,75,87,-6,4,77,220,12,7,78,Chile
638,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,basshall,2019,31/12/1969,98,62,84,-7,10,51,188,6,13,78,Italy
639,Popopop,Gambi,pop urbaine,2019,31/12/1969,130,65,83,-6,14,41,156,5,31,82,France
640,Prendío,Rvfv,trap espanol,2019,31/12/1969,125,54,83,-10,13,90,190,17,9,76,Spain
641,Prendio - Remix,Rvfv,trap espanol,2019,31/12/1969,125,76,75,-6,8,75,191,19,6,61,Spain
642,Pretender,Official HIGE DANdism,anime rock,2019,31/12/1969,92,87,54,-3,14,37,327,5,3,56,Japan
643,Proper Patola,Badshah,desi hip hop,2018,31/12/1969,172,82,77,-6,32,49,179,49,9,69,India
644,Psycho,Red Velvet,k-pop,2019,31/12/1969,140,67,66,-2,9,41,211,19,4,75,Indonesia
645,Psycho,Red Velvet,k-pop,2019,31/12/1969,140,67,66,-2,9,41,211,19,4,75,Malasya
646,quando a bad bater - ao vivo,Luan Santana,funk carioca,2019,31/12/1969,128,79,65,-5,53,53,180,30,4,71,Brazil
647,Quando a vontade bater (Participação especial de PK Delas),Pk,brazilian edm,2019,31/12/1969,150,70,62,-6,15,70,166,54,25,82,Brazil
648,Quarta Cadeira - Ao Vivo,Matheus & Kauan,pop nacional,2019,31/12/1969,76,82,56,-5,62,60,224,59,24,82,Brazil
649,Que Calor (feat. J Balvin & El Alfa),Major Lazer,dance pop,2019,31/12/1969,126,89,80,-4,29,46,170,4,7,85,Spain
650,Que Calor (feat. J Balvin & El Alfa),Major Lazer,dance pop,2019,31/12/1969,126,89,80,-4,29,46,170,4,7,85,France
651,Que Mas Pues - Remix,Sech,panamanian pop,2019,31/12/1969,113,66,65,-5,12,81,306,12,20,85,Bolivia
652,Qué Pena,Maluma,latin,2019,31/12/1969,126,66,64,-6,34,86,213,10,36,87,Bolivia
653,Qué Pena,Maluma,latin,2019,31/12/1969,126,66,64,-6,34,86,213,10,36,87,Colombia
654,QUE PRETENDES,J Balvin,latin,2019,31/12/1969,93,79,64,-4,36,94,222,3,25,88,Bolivia
655,QUE PRETENDES,J Balvin,latin,2019,31/12/1969,93,79,64,-4,36,94,222,3,25,88,Colombia
656,QUE PRETENDES,J Balvin,latin,2019,31/12/1969,93,79,64,-4,36,94,222,3,25,88,Chile
657,Que Tire Pa Lante,Daddy Yankee,latin,2019,31/12/1969,94,90,66,-3,12,71,211,5,4,91,Argentina
658,Que Tire Pa Lante,Daddy Yankee,latin,2019,31/12/1969,94,90,66,-3,12,71,211,5,4,91,Bolivia
659,Que Tire Pa Lante,Daddy Yankee,latin,2019,31/12/1969,94,90,66,-3,12,71,211,5,4,91,Colombia
660,Que Tire Pa Lante,Daddy Yankee,latin,2019,31/12/1969,94,90,66,-3,12,71,211,5,4,91,Chile
661,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,sertanejo universitario,2019,31/12/1969,174,96,59,-2,32,83,154,32,8,66,Brazil
662,Quizas,Rich Music LTD,reggaeton,2019,31/12/1969,176,82,73,-2,23,68,216,3,15,90,Argentina
663,Quizas,Rich Music LTD,reggaeton,2019,31/12/1969,176,82,73,-2,23,68,216,3,15,90,Bolivia
664,Quizas,Rich Music LTD,reggaeton,2019,31/12/1969,176,82,73,-2,23,68,216,3,15,90,Colombia
665,Quizas,Rich Music LTD,reggaeton,2019,31/12/1969,176,82,73,-2,23,68,216,3,15,90,Chile
666,Quizas,Rich Music LTD,reggaeton,2019,31/12/1969,176,82,73,-2,23,68,216,3,15,90,Spain
667,Relógio Parado (Ao Vivo),Diego & Arnaldo,sertanejo,2019,31/12/1969,125,94,74,-1,97,73,181,5,5,78,Brazil
668,Reste,Maître Gims,french hip hop,2019,31/12/1969,100,54,75,-7,10,69,232,48,4,54,France
669,Ride It,Regard,pop edm,2019,31/12/1969,118,75,88,-4,11,88,158,18,9,95,Australia
670,Ride It,Regard,pop edm,2019,31/12/1969,118,75,88,-4,11,88,158,18,9,95,Belgium
672,Ride It,Regard,pop edm,2019,31/12/1969,118,75,88,-4,11,88,158,18,9,95,Germany
673,Ride It,Regard,pop edm,2019,31/12/1969,118,75,88,-4,11,88,158,18,9,95,France
674,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,World
675,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,Argentina
676,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,Bolivia
677,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,Colombia
678,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,Chile
679,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,Spain
680,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,France
681,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,31/12/1969,105,72,72,-7,24,67,222,3,7,97,Italy
